DonmueangInternationalAirport SamutPrakan 28 28
SamutPrakan GulfOfThailand 19 47
GulfOfThailand NakhonSithummart 572 619
NakhonSithummart Songkhla 57 676
Songkhla Patthalung 43 719
Patthalung Songkhla 29 748
Songshla HatYaiInternationalAirport 34 782
