DonMueangInternationalAirport PhatumThani 4 4
PhatumThani AyutThaya 33 37
AyutThaya SaraBuri 13 50
SaraBuri LopBuri 79 129
LopBuri NakhonRatchasima 34 163
NakhonRatchasima ChaiYaphum 29 192
ChaiYaphum KhonKaen 109 301
KhonKaen KhonKaenAirport 70 371
