DonMueangInternationalAirport PhatumThani 5 5
PhatumThani NakhonNayok 34 39
NakhonNayok PrachinBuri 67 106
PrachinBuri NakhonRatchasima 16 122
NakhonRatchasima BuriRam 99 221
BuriRam Surin 111 332
Surin SiSaKet 59 391
SiSaKet UbonRatchathani 73 464 
UbonRatchathani  UbonRatchathaniInternationalAirport 22 486
