DonMueangInternationalAirport PhatumThani 5 5
PhatumThani AyutThaya 22 27
AyutThaya SaraBuri 49 76
SaraBuri LopBuri 18 94
LopBuri NakhonSawan 77 171
NakhonSawan PhiChit 60 231
PhiChit PhetChabun 4 235
PhetChabun PhitSanulok 37 272
PhitSanulok UttaRadit 117 389
UttaRadit Nan 68 457
Nan Phrae 15 472
Phrae PhaYao 75 547
PhaYao ChiangRai 74 621
ChiangRai MaeFahLuangChiangRaiInternationalAirport 59 680 
